86025	JOB_SURA	F	62	62	62	0	0	0.45
86025	JOB_WARRIOR	M	83	83	83	0	0	0.14
86025	JOB_WARRIOR	F	72	75	72	0	0	0.26
86031	JOB_ASSASSIN	M	73	73	73	0	0	0.24
86031	JOB_ASSASSIN	F	54	65	62	0	0	0.38
86031	JOB_SHAMAN	M	78	78	78	0	0	0.2
86031	JOB_SHAMAN	F	62	62	62	0	0	0.45
86031	JOB_SURA	M	85	85	85	0	0	0.15
86031	JOB_SURA	F	62	62	62	0	0	0.45
86031	JOB_WARRIOR	M	83	83	83	0	0	0.14
86031	JOB_WARRIOR	F	72	75	72	0	0	0.26
86035	JOB_ASSASSIN	M	73	73	73	0	0	0.24
86035	JOB_ASSASSIN	F	54	65	62	0	0	0.38
86035	JOB_SHAMAN	M	78	78	78	0	0	0.2
86035	JOB_SHAMAN	F	62	62	62	0	0	0.45
86035	JOB_SURA	M	85	85	85	0	0	0.15
86035	JOB_SURA	F	62	62	62	0	0	0.45
86035	JOB_WARRIOR	M	83	83	83	0	0	0.14
86035	JOB_WARRIOR	F	72	75	72	0	0	0.26
86041	JOB_ASSASSIN	M	73	73	73	0	0	0.24
86041	JOB_ASSASSIN	F	54	65	62	0	0	0.38
86041	JOB_SHAMAN	M	78	78	78	0	0	0.2
86041	JOB_SHAMAN	F	62	62	62	0	0	0.45
86041	JOB_SURA	M	85	85	85	0	0	0.15
86041	JOB_SURA	F	62	62	62	0	0	0.45
86041	JOB_WARRIOR	M	83	83	83	0	0	0.14
86041	JOB_WARRIOR	F	72	75	72	0	0	0.26
86045	JOB_ASSASSIN	M	73	73	73	0	0	0.24
86045	JOB_ASSASSIN	F	54	65	62	0	0	0.38
86045	JOB_SHAMAN	M	78	78	78	0	0	0.2
86045	JOB_SHAMAN	F	62	62	62	0	0	0.45
86045	JOB_SURA	M	85	85	85	0	0	0.15
86045	JOB_SURA	F	62	62	62	0	0	0.45
86045	JOB_WARRIOR	M	83	83	83	0	0	0.14
86045	JOB_WARRIOR	F	72	75	72	0	0	0.26
86051	JOB_ASSASSIN	M	73	73	73	0	0	0.24
86051	JOB_ASSASSIN	F	54	65	62	0	0	0.38
86051	JOB_SHAMAN	M	78	78	78	0	0	0.2
86051	JOB_SHAMAN	F	62	62	62	0	0	0.45
86051	JOB_SURA	M	85	85	85	0	0	0.15
86051	JOB_SURA	F	62	62	62	0	0	0.45
86051	JOB_WARRIOR	M	83	83	83	0	0	0.14
86051	JOB_WARRIOR	F	72	75	72	0	0	0.26
86055	JOB_ASSASSIN	M	73	73	73	0	0	0.24
86055	JOB_ASSASSIN	F	54	65	62	0	0	0.38
86055	JOB_SHAMAN	M	78	78	78	0	0	0.2
86055	JOB_SHAMAN	F	62	62	62	0	0	0.45
86055	JOB_SURA	M	85	85	85	0	0	0.15
86055	JOB_SURA	F	62	62	62	0	0	0.45
86055	JOB_WARRIOR	M	83	83	83	0	0	0.14
86055	JOB_WARRIOR	F	72	75	72	0	0	0.26
86065	JOB_ASSASSIN	M	73	73	73	0	0	0.24
86065	JOB_ASSASSIN	F	54	65	62	0	0	0.38
86065	JOB_SHAMAN	M	78	78	78	0	0	0.2
86065	JOB_SHAMAN	F	62	62	62	0	0	0.45
86065	JOB_SURA	M	85	85	85	0	0	0.15
86065	JOB_SURA	F	62	62	62	0	0	0.45
86065	JOB_WARRIOR	M	83	83	83	0	0	0.14
86065	JOB_WARRIOR	F	72	75	72	0	0	0.26
86070	JOB_ASSASSIN	M	62	68	62	0	0	0.52
86070	JOB_ASSASSIN	F	62	62	62	-0.05	-0.05	0.45
86070	JOB_SHAMAN	M	75	75	75	0	0	0.3
86070	JOB_SHAMAN	F	65	65	65	0	0	0.43
86070	JOB_SURA	M	73	77	73	0	0	0.4
86070	JOB_SURA	F	65	70	65	0	0	0.43
86070	JOB_WARRIOR	M	83	83	83	0	0	0.15
86070	JOB_WARRIOR	F	70	70	70	0	0	0.4
86075	JOB_ASSASSIN	M	62	68	62	0	0	0.52
86075	JOB_ASSASSIN	F	62	62	62	-0.05	-0.05	0.45
86075	JOB_SHAMAN	M	75	75	75	0	0	0.3
86075	JOB_SHAMAN	F	65	65	65	0	0	0.43
86075	JOB_SURA	M	73	77	73	0	0	0.4
86075	JOB_SURA	F	65	70	65	0	0	0.43
86075	JOB_WARRIOR	M	83	83	83	0	0	0.15
86075	JOB_WARRIOR	F	70	70	70	0	0	0.4
86085	JOB_ASSASSIN	M	62	68	62	0	0	0.52
86085	JOB_ASSASSIN	F	62	62	62	-0.05	-0.05	0.45
86085	JOB_SHAMAN	M	75	75	75	0	0	0.3
86085	JOB_SHAMAN	F	65	65	65	0	0	0.43
86085	JOB_SURA	M	73	77	73	0	0	0.4
86085	JOB_SURA	F	65	70	65	0	0	0.43
86085	JOB_WARRIOR	M	83	83	83	0	0	0.15
86085	JOB_WARRIOR	F	70	70	70	0	0	0.4
86095	JOB_ASSASSIN	M	62	68	62	0	0	0.52
86095	JOB_ASSASSIN	F	62	62	62	-0.05	-0.05	0.45
86095	JOB_SHAMAN	M	75	75	75	0	0	0.3
86095	JOB_SHAMAN	F	65	65	65	0	0	0.43
86095	JOB_SURA	M	73	77	73	0	0	0.4
86095	JOB_SURA	F	65	70	65	0	0	0.43
86095	JOB_WARRIOR	M	83	83	83	0	0	0.15
86095	JOB_WARRIOR	F	70	70	70	0	0	0.4
